dateStart,title,latitude,longitude,description
2019-12-07 18:18:00 UTC,ASSAULT,41.895909413,-87.624276515,AGG PO HANDS NO/MIN INJURY
2019-12-07 18:22:00 UTC,ASSAULT,41.866147972,-87.726784885,SIMPLE
2019-12-07 19:00:00 UTC,ASSAULT,41.972169689,-87.656299683,SIMPLE
2019-12-07 20:00:00 UTC,ASSAULT,41.813223719,-87.672377796,SIMPLE
2019-12-07 20:00:00 UTC,ASSAULT,41.706902188,-87.644507138,SIMPLE
2019-12-07 20:45:00 UTC,ASSAULT,41.97693122,-87.68003996,SIMPLE
2019-12-07 21:00:00 UTC,ASSAULT,41.724204356,-87.655451159,SIMPLE
2019-12-07 21:45:00 UTC,ASSAULT,41.900507705,-87.746666455,SIMPLE
2019-12-07 22:00:00 UTC,ASSAULT,41.772762188,-87.582632792,SIMPLE
2019-12-08 00:00:00 UTC,ASSAULT,41.742232781,-87.560010211,SIMPLE
2019-12-08 00:00:00 UTC,ASSAULT,41.7148226,-87.569444242,SIMPLE
2019-12-08 00:39:00 UTC,ASSAULT,41.954362128,-87.663715888,SIMPLE
2019-12-08 00:56:00 UTC,ASSAULT,41.749607706,-87.555278612,SIMPLE
2019-12-08 01:14:00 UTC,ASSAULT,41.720061006,-87.571023208,SIMPLE
2019-12-08 05:55:00 UTC,ASSAULT,41.931908164,-87.717500134,PRO EMP HANDS NO/MIN INJURY
2019-12-08 07:30:00 UTC,ASSAULT,41.769142611,-87.576380906,SIMPLE
2019-12-08 07:43:00 UTC,ASSAULT,41.709247535,-87.537699169,SIMPLE
2019-12-08 09:20:00 UTC,ASSAULT,41.784278913,-87.683777679,SIMPLE
2019-12-08 09:30:00 UTC,ASSAULT,41.790478663,-87.619117764,SIMPLE
2019-12-08 09:30:00 UTC,ASSAULT,41.774945985,-87.586321063,SIMPLE
2019-12-08 10:00:00 UTC,ASSAULT,41.81983484,-87.613505138,SIMPLE
2019-12-08 10:59:00 UTC,ASSAULT,41.866233446,-87.720656676,SIMPLE
2019-12-08 12:10:00 UTC,ASSAULT,41.897392534,-87.767910724,SIMPLE
2019-12-08 12:30:00 UTC,ASSAULT,41.893408918,-87.765338129,SIMPLE
2019-12-08 12:55:00 UTC,ASSAULT,41.881260685,-87.680269946,SIMPLE
2019-12-08 14:00:00 UTC,ASSAULT,41.765997125,-87.66382344,SIMPLE
2019-12-08 14:00:00 UTC,ASSAULT,41.93666618,-87.715370444,SIMPLE
2019-12-08 15:55:00 UTC,ASSAULT,41.849165111,-87.732263644,SIMPLE
2019-12-08 16:00:00 UTC,ASSAULT,41.91226466,-87.754362255,SIMPLE
2019-12-08 16:31:00 UTC,ASSAULT,41.736269116,-87.627768243,SIMPLE
2019-12-08 17:00:00 UTC,ASSAULT,41.898901763,-87.774053653,SIMPLE
2019-12-08 17:05:00 UTC,ASSAULT,41.772822083,-87.62312994,SIMPLE
2019-12-08 18:00:00 UTC,ASSAULT,41.767768384,-87.632276552,SIMPLE
2019-12-08 18:40:00 UTC,ASSAULT,41.701996623,-87.534079031,SIMPLE
2019-12-08 18:53:00 UTC,ASSAULT,41.878884752,-87.724325375,SIMPLE
2019-12-08 18:59:00 UTC,ASSAULT,41.911084257,-87.667702668,SIMPLE
2019-12-08 19:25:00 UTC,ASSAULT,41.886809001,-87.643565821,SIMPLE
2019-12-08 20:05:00 UTC,ASSAULT,41.80696675,-87.745587657,SIMPLE
2019-12-08 20:21:00 UTC,ASSAULT,41.7505606,-87.649409369,AGG PO HANDS NO/MIN INJURY
2019-12-08 20:30:00 UTC,ASSAULT,41.976290414,-87.905227221,SIMPLE
2019-12-08 21:10:00 UTC,ASSAULT,41.765687332,-87.57136673,SIMPLE
2019-12-08 21:33:00 UTC,ASSAULT,41.694904017,-87.657454206,SIMPLE
2019-12-08 22:05:00 UTC,ASSAULT,41.864960415,-87.692550901,SIMPLE
2019-12-08 23:54:00 UTC,ASSAULT,41.6889089,-87.626638453,SIMPLE
2019-12-09 00:01:00 UTC,ASSAULT,41.911579299,-87.802195314,SIMPLE
2019-12-09 00:23:00 UTC,ASSAULT,41.732599207,-87.585555292,SIMPLE
2019-12-09 01:23:00 UTC,ASSAULT,41.83805499,-87.645458414,SIMPLE
2019-12-09 01:30:00 UTC,ASSAULT,41.901733457,-87.723832804,SIMPLE
2019-12-09 01:30:00 UTC,ASSAULT,41.895702929,-87.690847951,SIMPLE
